"Product","Blackbox flight data recorder by Nicholas Sherlock"
183824,85168215,-7,-37,-23,4,-8,99,-10,68,0,0,0,-4,-18,28,1403,-1,-3,6,403,2279,4119,768,4,21,21,15,19,26,259,228,2040,1130,758,794,996,923,677,616,958,1,7,0,1,1,10,480374077,116406554,5799,352,563,0.0252266064797309,-0.08944878138747325,0.4307841395777601,-13,23,76,-1,-3,6,40.3,-5,-24,-15,-3.547312604430658,579.8999947210876,-7.405610947152866,8.211364089732166,64.40542205348335
183840,85170216,-4,4,-23,4,-9,97,7,188,0,0,0,-5,-20,27,1403,-1,-3,6,403,2279,4119,786,2,-6,22,-15,-13,11,11,260,1979,1392,420,1139,728,917,668,626,958,1,7,0,1,1,10,480374077,116406554,5799,352,563,0.025413989314436343,-0.08953041642688332,0.42998641386138026,7,183,74,-1,-3,6,40.3,-3,3,-16,-3.547312604430658,579.8999947210876,-7.405610947152866,8.211364089732166,64.40542205348335
183856,85172217,-5,29,-16,4,-8,96,-6,189,0,-1,0,-5,-20,27,1403,-1,-4,6,403,2279,4119,786,3,-23,17,5,-45,-7,24,156,2044,1480,386,1150,662,917,648,638,949,1,7,0,1,1,10,480374077,116406554,5799,352,563,0.025558923054635717,-0.09020660187919269,0.42938928888871253,-7,209,80,-1,-4,6,40.3,-4,19,-11,-3.547312604430658,579.8999947210876,-7.405610947152866,8.211364089732166,64.40542205348335
183872,85174219,-10,44,-11,4,-7,95,-20,133,0,-1,0,-4,-20,27,1403,-1,-4,6,403,2279,4119,786,6,-33,13,8,-34,25,121,140,2075,1449,491,1029,707,920,658,637,935,1,7,0,1,1,10,480374090,116406589,5796,307,571,0.025806387573395987,-0.09131000398888757,0.4289501258709194,-26,169,84,-1,-4,6,40.3,-7,29,-7,-3.402751252333019,579.5999950979584,-7.144586884116819,7.913522466635702,64.53294835954158
183888,85176220,-10,49,-17,3,-6,94,2,78,0,-1,0,-4,-20,27,1403,-1,-4,6,403,2279,4119,786,6,-36,18,12,-46,33,176,198,2155,1301,555,995,827,935,664,651,926,1,7,0,1,1,10,480374090,116406589,5796,307,571,0.026086416519401894,-0.09256165824365087,0.42833755619922975,-5,120,77,-1,-4,6,40.3,-7,32,-12,-3.402751252333019,579.5999950979584,-7.144586884116819,7.913522466635702,64.53294835954158
183904,85178222,-6,53,-16,3,-4,93,2,39,0,0,0,-6,-20,29,1403,-1,-4,6,403,2279,4119,786,4,-39,17,14,-22,24,185,165,2203,1232,613,937,896,955,648,655,906,1,7,0,1,1,10,480374090,116406589,5796,307,571,0.026268629871911208,-0.09391936509153051,0.427766009415639,-1,88,77,-1,-4,6,40.3,-5,35,-11,-3.402751252333019,579.5999950979584,-7.144586884116819,7.913522466635702,64.53294835954158
183920,85180223,-10,30,-23,3,-3,91,-8,-72,0,0,0,-6,-20,29,1403,-1,-4,6,403,2279,4119,786,6,-23,22,-18,-1,10,470,220,2222,993,906,674,1104,940,637,654,906,1,7,0,1,1,10,480374090,116406589,5796,307,571,0.02655002698940671,-0.09496943338558488,0.4270218871139271,-15,-45,68,-1,-4,6,40.3,-7,19,-16,-3.402751252333019,579.5999950979584,-7.144586884116819,7.913522466635702,64.53294835954158
183936,85182225,-4,-5,-17,3,-3,90,23,-173,-1,0,0,-6,-22,28,1403,-1,-4,6,403,2327,2422,786,2,-1,18,0,26,2,543,273,2269,676,1083,480,1436,938,656,656,915,1,7,0,1,1,10,480374090,116406589,5796,307,571,0.02674835354003678,-0.0953072250676044,0.4263980816187152,21,-181,73,-1,-4,6,40.3,-3,-3,-12,-3.402751252333019,579.5999950979584,-7.144586884116819,7.913522466635702,64.53294835954158
183952,85184226,2,-44,-18,3,-3,89,24,-219,-1,0,-1,-6,-22,28,1402,-1,-4,6,402,2327,2422,786,-3,25,19,1,34,15,452,229,2341,493,1234,337,1607,923,667,641,923,1,7,0,1,1,10,480374090,116406589,5796,307,571,0.026578534994282373,-0.09445208909316243,0.4257084266297282,28,-266,70,-1,-4,6,40.2,2,-29,-13,-3.402751252333019,579.5999950979584,-7.144586884116819,7.913522466635702,64.53294835954158
183968,85186228,-1,-68,-13,3,-5,88,0,-195,0,0,-1,-5,-22,27,1402,-1,-4,6,402,2327,2422,786,-1,41,15,7,49,50,417,131,2310,546,1281,273,1567,912,674,636,935,1,7,0,1,1,10,480374090,116406589,5796,307,571,0.026552870784792217,-0.09321039920686446,0.4251533251615083,2,-268,74,-1,-4,6,40.2,0,-45,-9,-3.402751252333019,579.5999950979584,-7.144586884116819,7.913522466635702,64.53294835954158
183984,85188229,-4,-64,-19,2,-7,87,-12,-62,0,0,0,-5,-22,27,1402,-1,-4,6,402,2327,2422,786,2,38,19,16,17,13,434,157,2104,817,1068,512,1271,901,686,640,946,1,7,0,1,1,10,480374090,116406589,5796,307,571,0.026647718875583343,-0.09211170491506776,0.42446109184991254,-14,-133,68,-1,-4,6,40.2,-3,-42,-13,-3.402751252333019,579.5999950979584,-7.144586884116819,7.913522466635702,64.53294835954158
184000,85190231,-8,-42,-29,2,-8,85,-10,61,0,0,0,-7,-22,27,1403,-1,-4,6,403,2327,2422,786,5,24,26,-17,0,17,241,11,2026,1075,824,802,973,893,693,626,952,1,7,0,1,1,10,480374090,116406589,5796,307,571,0.026699049737298544,-0.09134645871816617,0.42353467127424516,-16,11,56,-1,-4,6,40.3,-6,-28,-20,-3.402751252333019,579.5999950979584,-7.144586884116819,7.913522466635702,64.53294835954158
184016,85192232,-10,-2,-27,2,-9,83,-15,208,-1,0,0,-7,-22,27,1404,-1,-4,6,405,2327,2422,786,6,-3,24,11,-16,15,119,-44,1905,1446,486,1146,612,917,698,642,949,1,7,0,1,1,10,480374090,116406589,5796,307,571,0.026747905671545332,-0.0914249735627993,0.4227003852921767,-24,197,56,-1,-4,6,40.5,-7,-1,-18,-3.402751252333019,579.5999950979584,-7.144586884116819,7.913522466635702,64.53294835954158
184032,85194233,-13,24,-21,2,-9,81,-12,189,-1,0,0,-7,-22,28,1404,-1,-4,6,405,2327,2422,715,8,-20,20,13,-34,17,62,85,1944,1466,470,1147,607,901,696,645,920,1,7,0,1,1,10,480374090,116406589,5796,307,571,0.02699331562278438,-0.0920387720732932,0.4220062797282971,-24,204,60,-1,-4,6,40.5,-9,16,-14,-3.402751252333019,579.5999950979584,-7.144586884116819,7.913522466635702,64.53294835954158
184048,85196235,-9,52,-18,1,-8,80,-2,193,-1,0,0,-7,-22,28,1403,-1,-4,6,403,2327,2422,715,5,-39,18,10,-57,26,70,158,2071,1505,373,1231,567,904,677,649,906,1,7,0,1,1,10,480374090,116406589,5796,307,571,0.027202591614482203,-0.09330903084279711,0.42139360720588215,-11,237,62,-1,-4,6,40.3,-6,35,-12,-3.402751252333019,579.5999950979584,-7.144586884116819,7.913522466635702,64.53294835954158
184064,85198236,-5,65,-25,1,-6,79,22,134,-1,0,0,-8,-22,28,1403,-1,-4,6,403,2327,2422,715,2,-47,23,-13,-42,43,106,199,2189,1353,417,1216,689,926,670,662,904,1,7,0,1,1,10,480374090,116406589,5796,307,571,0.027323443417660305,-0.0948815033204723,0.4206121356047694,17,193,54,-1,-4,6,40.3,-3,43,-17,-3.402751252333019,579.5999950979584,-7.144586884116819,7.913522466635702,64.53294835954158
184080,85200238,-1,58,-11,1,-4,78,11,20,0,0,0,-8,-22,28,1404,-1,-4,6,405,2327,2422,715,0,-42,14,7,-30,-13,402,83,2253,1167,640,955,929,929,673,673,872,1,7,0,1,1,10,480374090,116406589,5796,307,571,0.027299045819238966,-0.09652308872568642,0.42017324282145907,11,74,67,-1,-4,6,40.5,-1,38,-8,-3.402751252333019,579.5999950979584,-7.144586884116819,7.913522466635702,64.53294835954158
184096,85202239,-13,41,-28,1,-3,76,-22,-59,0,0,0,-8,-23,27,1404,-1,-4,6,405,2296,2928,715,8,-31,25,9,-15,25,464,1,2257,1038,938,726,989,932,671,686,872,1,7,0,1,1,10,480374090,116406589,5796,307,571,0.027441914477369708,-0.09784212575708402,0.4193497997878328,-34,-21,48,-1,-4,6,40.5,-9,27,-19,-3.402751252333019,579.5999950979584,-7.144586884116819,7.913522466635702,64.53294835954158
184112,85204241,-10,7,-27,1,-2,75,-18,-168,0,0,0,-8,-23,27,1404,-1,-4,6,404,2296,2928,715,6,-9,25,17,22,40,430,186,2301,755,1191,471,1264,929,683,685,893,1,7,0,1,1,10,480374090,116406589,5796,307,571,0.027674665275248495,-0.09835817973956443,0.41848615387834265,-27,-163,48,-1,-4,6,40.4,-7,5,-19,-3.402751252333019,579.5999950979584,-7.144586884116819,7.913522466635702,64.53294835954158
184128,85206242,-12,-40,-18,0,-3,73,-10,-248,0,0,0,-7,-23,27,1403,-1,-4,6,404,2296,2928,715,7,22,18,0,45,22,355,258,2181,515,1408,226,1533,906,691,673,885,1,7,0,1,1,10,480374090,116406589,5796,307,571,0.028029642355582488,-0.09773087549864928,0.4178271590027016,-22,-291,55,-1,-4,6,40.4,-8,-26,-12,-3.402751252333019,579.5999950979584,-7.144586884116819,7.913522466635702,64.53294835954158
184144,85208244,1,-64,-21,0,-4,71,32,-207,0,0,0,-7,-23,27,1404,-1,-4,6,405,2296,2928,715,-2,38,20,-16,38,4,319,122,2166,436,1284,370,1601,896,688,661,898,1,7,0,1,1,10,480374090,116406589,5796,307,571,0.0279429337963578,-0.09651869473062887,0.41709100027452806,33,-275,50,-1,-4,6,40.5,1,-42,-14,-3.402751252333019,579.5999950979584,-7.144586884116819,7.913522466635702,64.53294835954158
184160,85210245,-5,-64,-16,0,-6,70,6,-91,0,0,0,-8,-22,28,1404,-1,-4,6,405,2296,2928,715,2,37,17,10,25,20,250,155,2104,720,1122,518,1331,896,711,667,912,1,7,0,1,1,10,480374090,116406589,5796,307,571,0.028037464489558482,-0.09528618732950395,0.4164537674005935,1,-161,54,-1,-4,6,40.5,-3,-41,-11,-3.402751252333019,579.5999950979584,-7.144586884116819,7.913522466635702,64.53294835954158
184176,85212247,0,-49,-22,0,-8,69,9,44,0,0,0,-8,-22,28,1404,-1,-4,6,403,2296,2928,715,-1,28,21,7,7,24,281,253,1902,968,840,824,1047,875,721,647,909,1,7,0,1,1,10,480374090,116406589,5796,307,571,0.02810685363495548,-0.09441659507366318,0.41567948362744467,9,-13,47,-1,-4,6,40.3,0,-32,-15,-3.402751252333019,579.5999950979584,-7.144586884116819,7.913522466635702,64.53294835954158
184192,85214248,-3,-11,-23,0,-9,67,2,164,0,0,0,-7,-23,28,1403,-1,-4,6,403,2296,2928,715,1,3,22,-14,-19,24,70,49,1898,1276,566,1105,729,885,714,665,920,1,7,0,1,1,10,480374090,116406589,5796,307,571,0.028065057408215233,-0.09423755343593879,0.4148972169373657,-1,144,44,-1,-4,6,40.3,-2,-7,-16,-3.402751252333019,579.5999950979584,-7.144586884116819,7.913522466635702,64.53294835954158
184208,85216249,-7,30,-23,0,-8,66,-17,245,0,0,0,-7,-23,28,1403,-1,-4,6,403,2296,2928,715,3,-24,22,22,-51,24,139,50,1879,1547,379,1296,454,893,708,674,909,1,7,0,1,1,10,480374090,116406589,5796,307,571,0.028096340937208038,-0.09506177091976023,0.4141466502490463,-24,267,43,-1,-4,6,40.3,-4,20,-16,-3.402751252333019,579.5999950979584,-7.144586884116819,7.913522466635702,64.53294835954158
184224,85218251,-13,55,-14,0,-7,65,-31,208,0,0,0,-7,-23,28,1403,-1,-4,6,402,2296,2928,715,8,-41,16,4,-35,2,135,242,1965,1581,424,1223,445,882,704,682,898,1,7,0,1,1,10,480374090,116406589,5796,307,571,0.028490079991637506,-0.09646082939362938,0.41360581553731013,-44,256,51,-1,-4,6,40.2,-9,37,-10,-3.402751252333019,579.5999950979584,-7.144586884116819,7.913522466635702,64.53294835954158
184240,85220252,-4,53,-23,-1,-5,63,18,78,0,0,0,-7,-23,28,1402,-1,-4,6,402,2296,2928,715,2,-39,22,-12,-31,33,-85,197,2015,1204,578,1103,782,901,698,686,882,1,7,0,1,1,10,480374090,116406589,5796,307,571,0.028611496694025657,-0.09759657564913232,0.41284019199213784,13,126,40,-1,-4,6,40.2,-3,35,-16,-3.402751252333019,579.5999950979584,-7.144586884116819,7.913522466635702,64.53294835954158
184256,85222254,-6,56,-26,-1,-4,61,-2,23,0,0,0,-7,-24,28,1402,-1,-5,6,402,2379,2726,715,3,-41,24,13,-34,38,61,149,2117,1141,723,978,826,912,691,693,860,1,7,0,1,1,10,480374090,116406589,5796,307,571,0.02871504146107751,-0.09892177448096082,0.41202060469254054,-9,75,35,-1,-5,6,40.2,-4,36,-18,-3.402751252333019,579.5999950979584,-7.144586884116819,7.913522466635702,64.53294835954158
184272,85224256,-4,24,-29,-1,-3,60,4,-109,0,0,0,-7,-24,28,1403,-1,-5,6,403,2379,2726,715,2,-21,26,-3,-7,4,280,222,2151,814,1028,692,1140,904,699,694,867,1,7,0,1,1,10,480374090,116406589,5796,307,571,0.028837585498914662,-0.09973755106655088,0.41112063325414816,-1,-88,31,-1,-5,6,40.3,-3,16,-20,-3.402751252333019,579.5999950979584,-7.144586884116819,7.913522466635702,64.53294835954158
184288,85226257,-6,-2,-20,-1,-2,58,1,-151,0,0,0,-9,-24,29,1403,-1,-5,6,403,2379,2726,715,3,-4,20,2,11,26,403,187,2231,709,1153,543,1269,901,706,706,865,1,7,0,1,1,10,480374090,116406589,5796,307,571,0.028980876580672006,-0.10005366768989422,0.4104260851166348,-6,-155,38,-1,-5,6,40.3,-4,-1,-14,-3.402751252333019,579.5999950979584,-7.144586884116819,7.913522466635702,64.53294835954158
184304,85228258,-1,-27,-20,-1,-3,57,22,-161,0,0,0,-9,-24,29,1402,-1,-5,6,402,2379,2726,715,-1,13,20,9,22,23,390,131,2324,588,1171,527,1383,890,691,690,877,1,7,0,1,1,10,480374090,116406589,5796,307,571,0.028931164672729125,-0.09975749231800149,0.40971753309783665,20,-191,37,-1,-5,6,40.2,0,-18,-14,-3.402751252333019,579.5999950979584,-7.144586884116819,7.913522466635702,64.53294835954158
184320,85230260,-10,-53,-19,-1,-4,55,-32,-170,1,0,0,-6,-24,27,1402,-1,-5,6,402,2379,2726,715,6,30,19,4,65,26,356,234,2232,638,1358,342,1332,885,730,677,882,1,7,0,1,1,10,480374090,116406589,5796,307,571,0.029221038567931817,-0.09884627618759524,0.40901563483414716,-42,-227,36,-1,-5,6,40.2,-7,-35,-13,-3.402751252333019,579.5999950979584,-7.144586884116819,7.913522466635702,64.53294835954158
184336,85232262,-9,-69,-16,-2,-6,54,-5,-137,2,0,-1,-6,-24,27,1403,-1,-5,6,403,2379,2726,715,5,40,17,-9,24,-2,175,119,2099,615,1274,422,1364,857,726,683,896,1,7,0,1,1,10,480374090,116406589,5796,307,571,0.02938422082533837,-0.0974400494487297,0.4083706021312201,-14,-212,37,-1,-5,6,40.3,-6,-45,-11,-3.402751252333019,579.5999950979584,-7.144586884116819,7.913522466635702,64.53294835954158
184352,85234262,-6,-57,-26,-2,-8,53,3,-6,2,0,-1,-6,-24,28,1403,-1,-5,6,403,2379,2726,715,3,32,24,6,3,36,61,153,2030,838,1009,733,1097,850,752,664,898,1,7,0,1,1,10,480374090,116406589,5796,307,571,0.02948697165117545,-0.09622987846793005,0.40747812561751307,-3,-71,26,-1,-5,6,40.3,-4,-37,-18,-3.402751252333019,579.5999950979584,-7.144586884116819,7.913522466635702,64.53294835954158
184368,85236264,9,-20,-15,-2,-9,51,53,149,2,0,0,-6,-24,28,1403,-1,-5,6,403,2379,2726,715,-7,9,16,-6,-15,22,59,231,1850,1096,506,1195,880,860,746,685,901,1,7,0,1,1,10,480374090,116406589,5796,307,571,0.029343584033204563,-0.09582747341231107,0.4068832470459185,62,120,36,-1,-5,6,40.3,6,-14,-10,-3.402751252333019,579.5999950979584,-7.144586884116819,7.913522466635702,64.53294835954158
184384,85238265,6,27,-24,-1,-9,50,11,252,2,0,0,-5,-26,28,1403,-1,-5,6,403,2379,2726,715,-5,-23,23,-11,-50,25,119,-17,1856,1448,327,1414,489,865,732,696,896,1,7,0,1,1,10,480374090,116406589,5796,307,571,0.02903084560357487,-0.09660068724800568,0.40610178660332874,18,270,26,-1,-5,6,40.3,4,18,-17,-3.402751252333019,579.5999950979584,-7.144586884116819,7.913522466635702,64.53294835954158
184400,85240267,-8,64,-30,-1,-7,48,-33,253,1,0,0,-5,-26,28,1403,-1,-5,6,403,2379,2726,715,5,-47,26,29,-58,22,147,-7,2009,1618,378,1390,291,860,714,699,877,1,7,0,1,1,10,480374090,116406589,5796,307,571,0.02906301890623851,-0.0982242619524157,0.4052393257569431,-41,310,18,-1,-5,6,40.3,-6,42,-20,-3.402751252333019,579.5999950979584,-7.144586884116819,7.913522466635702,64.53294835954158
184416,85242268,-17,64,-17,-2,-5,47,-58,125,0,0,0,-4,-27,28,1403,-1,-5,6,403,2339,6047,715,11,-47,18,12,-19,4,98,276,2103,1467,663,1065,482,875,744,691,857,1,7,0,1,1,10,480374090,116406589,5796,307,571,0.029577652631308595,-0.09978447635415275,0.4046301640025387,-77,184,30,-1,-5,6,40.3,-12,42,-12,-3.402751252333019,579.5999950979584,-7.144586884116819,7.913522466635702,64.53294835954158
184432,85244270,-11,50,-31,-2,-4,45,1,-15,0,-1,0,-4,-27,28,1403,-1,-6,6,403,2339,6047,715,7,-39,27,-15,-28,36,171,152,2101,1028,859,927,864,885,725,719,845,1,7,0,1,1,10,480374090,116406589,5796,307,571,0.029809454336780304,-0.10113747387800023,0.4037126548659229,-12,30,14,-1,-6,6,40.3,-8,33,-21,-3.402751252333019,579.5999950979584,-7.144586884116819,7.913522466635702,64.53294835954158
184448,85246271,-5,32,-14,-2,-3,44,27,-81,0,-1,0,-4,-29,29,1403,-1,-6,6,403,2339,6047,715,3,-27,16,4,-40,41,513,201,2203,840,924,802,1109,888,713,723,843,1,7,0,1,1,10,480374090,116406589,5796,307,571,0.02997892825479179,-0.10234669696719392,0.40318938601353516,20,-53,30,-1,-6,6,40.3,-4,21,-10,-3.402751252333019,579.5999950979584,-7.144586884116819,7.913522466635702,64.53294835954158
184464,85248273,-1,11,-26,-3,-2,42,28,-128,0,-1,0,-4,-29,29,1402,-1,-6,6,402,2339,6047,715,0,-13,24,-4,18,1,748,209,2182,675,1064,709,1222,880,725,721,838,1,7,0,1,1,10,480374090,116406589,5796,307,571,0.03002039353668996,-0.10328096123432072,0.4023867393110976,24,-120,16,-1,-6,6,40.2,-1,7,-18,-3.402751252333019,579.5999950979584,-7.144586884116819,7.913522466635702,64.53294835954158
184480,85250274,6,-21,-28,-3,-2,40,20,-168,0,-1,0,-4,-30,29,1402,-1,-6,6,402,2339,6047,715,-5,8,26,3,27,28,681,71,2217,532,1211,576,1349,875,739,719,838,1,7,0,1,1,10,480374090,116406589,5796,307,571,0.0297554992984297,-0.1034221818954365,0.40149836452682663,23,-192,12,-1,-6,6,40.2,4,-14,-20,-3.402751252333019,579.5999950979584,-7.144586884116819,7.913522466635702,64.53294835954158
184496,85252276,-10,-57,-25,-2,-3,39,-23,-204,0,0,0,-4,-30,29,1402,-1,-6,6,402,2339,6047,715,6,31,24,21,51,26,545,153,2236,509,1458,324,1376,860,748,704,865,1,7,0,1,1,10,480374090,116406589,5796,307,571,0.029951512682278636,-0.10263883903709124,0.40063890437825744,-35,-264,14,-1,-6,6,40.2,-7,-37,-18,-3.402751252333019,579.5999950979584,-7.144586884116819,7.913522466635702,64.53294835954158
184512,85254277,-12,-65,-15,-3,-5,37,-29,-130,0,-1,0,-4,-34,28,1402,-1,-7,6,402,2339,6047,715,8,36,16,-3,39,6,345,194,2101,663,1336,412,1257,838,750,690,870,1,7,0,1,1,10,480374090,116406589,5796,307,571,0.030285033731746347,-0.10151285475317838,0.40003786792007645,-44,-201,22,-1,-7,6,40.2,-9,-43,-10,-3.402751252333019,579.5999950979584,-7.144586884116819,7.913522466635702,64.53294835954158
184528,85256278,-7,-64,-13,-3,-7,36,-7,-45,0,-4,0,-4,-34,28,1402,-1,-7,6,402,2339,6047,715,4,35,15,-11,3,24,191,138,2062,766,1130,614,1158,838,771,690,880,1,7,0,1,1,10,480374090,116406589,5796,307,571,0.030434524053788426,-0.10029232217265281,0.3994666172835535,-17,-120,23,-1,-7,6,40.2,-5,-42,-9,-3.402751252333019,579.5999950979584,-7.144586884116819,7.913522466635702,64.53294835954158
184544,85258280,2,-34,-20,-3,-8,35,36,115,0,-4,0,-4,-35,29,1402,-1,-8,6,402,2339,6047,715,-2,15,20,3,-27,24,326,187,1906,1010,691,1086,882,829,771,696,880,1,7,0,1,1,10,480374090,116406589,5796,307,571,0.030406732434202412,-0.09990691175860977,0.39874736744612527,35,69,15,-1,-8,6,40.2,1,-23,-14,-3.402751252333019,579.5999950979584,-7.144586884116819,7.913522466635702,64.53294835954158
184560,85260281,3,25,-22,-3,-8,34,29,280,0,-1,1,-4,-35,29,1402,-1,-8,6,402,2339,6047,715,-3,-24,21,-9,-44,22,315,120,1901,1444,280,1508,437,824,765,714,872,1,7,0,1,1,10,480374090,116406589,5796,307,571,0.030285365112677376,-0.10087356417018212,0.3980396718211221,29,296,13,-1,-8,6,40.2,2,16,-15,-3.402751252333019,579.5999950979584,-7.144586884116819,7.913522466635702,64.53294835954158
184576,85262283,-2,59,-25,-3,-7,32,-17,275,0,-1,1,-4,-39,29,1402,-1,-8,6,402,2182,3642,715,1,-47,24,21,-52,24,335,17,1922,1588,328,1478,277,845,741,728,852,1,7,0,1,1,10,480374090,116406589,5796,307,571,0.03020297363424102,-0.1026599304154335,0.39726043719106663,-22,326,8,-1,-8,6,40.2,-2,39,-18,-3.402751252333019,579.5999950979584,-7.144586884116819,7.913522466635702,64.53294835954158
184592,85264285,-11,69,-23,-3,-5,31,-40,165,0,-4,1,-4,-39,29,1403,-1,-9,6,403,2182,3642,715,7,-54,22,18,-42,20,402,237,2013,1462,582,1225,406,852,759,721,838,1,7,0,1,1,10,480374090,116406589,5796,307,571,0.030527532321707417,-0.10473466561253529,0.396545007886842,-54,225,9,-1,-9,6,40.3,-8,45,-16,-3.402751252333019,579.5999950979584,-7.144586884116819,7.913522466635702,64.53294835954158
184608,85266286,-17,54,-23,-4,-4,30,-35,-3,0,-5,0,-5,-39,28,1403,-1,-9,6,403,2182,3642,715,11,-44,22,-6,-32,11,242,200,2116,1117,929,881,749,855,748,728,833,1,7,0,1,1,10,480374090,116406589,5796,307,571,0.030953269209391326,-0.10630794598974157,0.3958107682388645,-56,42,7,-1,-9,6,40.3,-12,35,-16,-3.402751252333019,579.5999950979584,-7.144586884116819,7.913522466635702,64.53294835954158
184624,85268288,-7,38,-28,-4,-2,28,16,-75,0,-5,0,-5,-39,28,1402,-1,-9,6,402,2182,3642,715,4,-34,25,-18,-31,51,488,181,2157,827,990,843,1010,860,737,735,829,1,7,0,1,1,10,480374090,116406589,5796,307,571,0.031103090839687705,-0.10774394334761832,0.3949790304779466,5,-44,0,-1,-9,6,40.2,-5,25,-19,-3.402751252333019,579.5999950979584,-7.144586884116819,7.913522466635702,64.53294835954158
184640,85270289,7,3,-22,-4,-2,26,57,-174,0,-4,0,-4,-39,29,1402,-1,-9,6,402,2182,3642,707,-6,-11,21,2,11,11,647,239,2149,480,1130,688,1373,865,752,739,831,1,7,0,1,1,10,480374090,116406589,5796,307,571,0.03096711265135605,-0.10850951188784853,0.3942696986100467,60,-177,4,-1,-9,6,40.2,5,2,-15,-3.402751252333019,579.5999950979584,-7.144586884116819,7.913522466635702,64.53294835954158
184656,85272291,8,-21,-31,-4,-2,25,34,-167,0,-1,0,-4,-39,29,1403,-1,-9,6,403,2182,3642,707,-6,4,27,0,19,20,498,107,2230,474,1218,641,1343,850,744,741,815,1,7,0,1,1,10,480374090,116406589,5796,307,571,0.03068832797780252,-0.10862040833185965,0.39333212185118516,38,-191,-6,-1,-9,6,40.3,5,-13,-21,-3.402751252333019,579.5999950979584,-7.144586884116819,7.913522466635702,64.53294835954158
184672,85274291,-1,-46,-29,-4,-3,23,-15,-173,0,0,0,-4,-40,30,1403,-1,-9,6,403,2182,3642,707,0,21,26,16,46,29,370,190,2204,524,1389,471,1292,843,765,732,838,1,7,0,1,1,10,480374106,116406626,5795,317,565,0.03069528882209457,-0.10802905928801117,0.39239665716619143,-20,-222,-6,-1,-9,6,40.3,-1,-30,-20,-3.224829672786086,579.4999954925124,-6.8686474046662624,7.588006562207903,64.84994649755376
184688,85276293,-3,-71,-14,-4,-5,22,-21,-161,0,0,0,-4,-40,30,1402,-1,-9,6,402,2182,3642,707,1,37,16,-3,48,6,188,172,2017,537,1402,403,1329,824,775,716,857,1,7,0,1,1,10,480374106,116406626,5795,317,565,0.03076279112491654,-0.10672914064200323,0.3917837438519989,-28,-237,8,-1,-9,6,40.2,-2,-46,-10,-3.224829672786086,579.4999954925124,-6.8686474046662624,7.588006562207903,64.84994649755376
184704,85278294,-18,-66,-24,-4,-7,20,-49,-52,0,-1,1,-4,-42,32,1402,-1,-10,6,402,2182,3642,707,11,34,23,-3,-7,40,56,84,1999,807,1294,555,1014,809,792,713,852,1,7,0,1,1,10,480374106,116406626,5795,317,565,0.031077179015059263,-0.1054317622982099,0.3909262429911644,-71,-126,-3,-1,-10,6,40.2,-12,-44,-17,-3.224829672786086,579.4999954925124,-6.8686474046662624,7.588006562207903,64.84994649755376
184720,85280297,-7,-32,-20,-4,-8,19,5,115,0,-2,1,-4,-42,32,1402,-1,-10,7,402,2182,3642,707,4,11,20,7,-24,18,121,184,1871,1069,789,1044,766,831,813,704,855,1,7,0,1,1,10,480374106,116406626,5795,317,565,0.03125243781339164,-0.10500245586397679,0.39019561136036973,-6,73,0,-1,-10,7,40.2,-5,-21,-13,-3.224829672786086,579.4999954925124,-6.8686474046662624,7.588006562207903,64.84994649755376
184736,85282297,17,17,-22,-4,-8,17,85,252,0,-2,2,-4,-42,34,1402,-1,-10,7,402,2246,2160,707,-12,-21,22,-29,-35,13,155,13,1856,1216,250,1595,607,820,789,737,850,1,7,0,1,1,10,480374106,116406626,5795,317,565,0.030715751160940587,-0.10572232632507049,0.3894470625171689,98,259,-3,-1,-10,7,40.2,11,11,-15,-3.224829672786086,579.4999954925124,-6.8686474046662624,7.588006562207903,64.84994649755376
184752,85284299,6,50,-29,-4,-7,16,6,260,0,-2,1,-4,-42,34,1402,-1,-10,7,402,2246,2160,707,-4,-43,27,23,-64,32,164,-17,1934,1451,356,1522,339,833,771,741,826,1,7,0,1,1,10,480374106,116406626,5795,317,565,0.0304126640262308,-0.10721462354985778,0.38854781768643765,8,301,-12,-1,-10,7,40.2,3,33,-20,-3.224829672786086,579.4999954925124,-6.8686474046662624,7.588006562207903,64.84994649755376
184768,85286301,-9,64,-17,-4,-6,14,-47,164,0,-2,1,-6,-44,33,1402,-1,-10,7,402,2246,2160,707,5,-53,20,15,-34,17,161,245,2022,1444,617,1227,383,836,785,739,824,1,7,0,1,1,10,480374106,116406626,5795,317,565,0.030678003987970492,-0.10903388962643151,0.3878833049896917,-60,220,-2,-1,-10,7,40.2,-6,43,-13,-3.224829672786086,579.4999954925124,-6.8686474046662624,7.588006562207903,64.84994649755376
184784,85288302,-13,48,-16,-4,-4,13,-36,-10,0,-1,-1,-6,-44,33,1403,-1,-11,7,403,2246,2160,707,8,-43,19,-3,-11,16,-61,207,1991,1075,962,891,749,843,785,748,815,1,7,0,1,1,10,480374106,116406626,5795,317,565,0.03101669134462305,-0.11031006633886904,0.38723145449184404,-53,33,-4,-1,-11,7,40.3,-9,32,-12,-3.224829672786086,579.4999954925124,-6.8686474046662624,7.588006562207903,64.84994649755376
